"";"year";"disaster.group";"disaster.subgroup";"disaster.type";"disaster.subtype";"country";"deaths";"total_affected"
"12651";2009;"Technological";"Technological";"Transport accident";"Road";"Malawi";22;18
"12652";2009;"Technological";"Technological";"Transport accident";"Road";"Tanzania Uni Rep";81;57
"12653";2009;"Technological";"Technological";"Transport accident";"Road";"Zimbabwe";62;39
"12654";2009;"Technological";"Technological";"Transport accident";"Road";"Angola";32;40
"12655";2009;"Technological";"Technological";"Transport accident";"Road";"Zaire/Congo Dem Rep";85;22
"12656";2009;"Technological";"Technological";"Transport accident";"Road";"Algeria";42;80
"12657";2009;"Technological";"Technological";"Transport accident";"Road";"Egypt";51;21
"12658";2009;"Technological";"Technological";"Transport accident";"Road";"Nigeria";222;57
"12659";2009;"Technological";"Technological";"Transport accident";"Road";"Togo";19;0
"12660";2009;"Technological";"Technological";"Transport accident";"Road";"Cuba";14;30
"12661";2009;"Technological";"Technological";"Transport accident";"Road";"Haiti";40;75
"12662";2009;"Technological";"Technological";"Transport accident";"Road";"Mexico";29;84
"12663";2009;"Technological";"Technological";"Transport accident";"Road";"Panama";22;10
"12664";2009;"Technological";"Technological";"Transport accident";"Road";"Bolivia";19;23
"12665";2009;"Technological";"Technological";"Transport accident";"Road";"Colombia";30;0
"12666";2009;"Technological";"Technological";"Transport accident";"Road";"Peru";222;198
"12667";2009;"Technological";"Technological";"Transport accident";"Road";"China P Rep";91;182
"12668";2009;"Technological";"Technological";"Transport accident";"Road";"Korea Rep";17;14
"12669";2009;"Technological";"Technological";"Transport accident";"Road";"Philippines";50;0
"12670";2009;"Technological";"Technological";"Transport accident";"Road";"Thailand";17;59
"12671";2009;"Technological";"Technological";"Transport accident";"Road";"Viet Nam";10;15
"12672";2009;"Technological";"Technological";"Transport accident";"Road";"Bangladesh";20;50
"12673";2009;"Technological";"Technological";"Transport accident";"Road";"Iran Islam Rep";28;9
"12674";2009;"Technological";"Technological";"Transport accident";"Road";"Nepal";31;0
"12675";2009;"Technological";"Technological";"Transport accident";"Road";"Pakistan";42;40
"12676";2009;"Technological";"Technological";"Transport accident";"Road";"Iraq";11;5
"12677";2009;"Technological";"Technological";"Transport accident";"Road";"Syrian Arab Rep";12;7
"12678";2009;"Technological";"Technological";"Transport accident";"Road";"Bulgaria";17;19
"12679";2009;"Technological";"Technological";"Transport accident";"Road";"Russia";50;14
"12680";2009;"Technological";"Technological";"Transport accident";"Road";"Slovakia";12;20
"12681";2009;"Technological";"Technological";"Transport accident";"Water";"Burundi";26;10
"12682";2009;"Technological";"Technological";"Transport accident";"Water";"Comoros";30;11
"12683";2009;"Technological";"Technological";"Transport accident";"Water";"Mozambique";19;29
"12684";2009;"Technological";"Technological";"Transport accident";"Water";"Somalia";15;3
"12685";2009;"Technological";"Technological";"Transport accident";"Water";"Cameroon";31;5
"12686";2009;"Technological";"Technological";"Transport accident";"Water";"Zaire/Congo Dem Rep";350;463
"12687";2009;"Technological";"Technological";"Transport accident";"Water";"Algeria";13;0
"12688";2009;"Technological";"Technological";"Transport accident";"Water";"Egypt";33;25
"12689";2009;"Technological";"Technological";"Transport accident";"Water";"Libyan Arab Jamah";221;23
"12690";2009;"Technological";"Technological";"Transport accident";"Water";"Sudan";11;0
"12691";2009;"Technological";"Technological";"Transport accident";"Water";"Tunisia";93;9
"12692";2009;"Technological";"Technological";"Transport accident";"Water";"Benin";50;0
"12693";2009;"Technological";"Technological";"Transport accident";"Water";"Burkina Faso";31;26
"12694";2009;"Technological";"Technological";"Transport accident";"Water";"Ghana";20;0
"12695";2009;"Technological";"Technological";"Transport accident";"Water";"Guinea Bissau";73;3
"12696";2009;"Technological";"Technological";"Transport accident";"Water";"Nigeria";20;15
"12697";2009;"Technological";"Technological";"Transport accident";"Water";"Sierra Leone";124;0
"12698";2009;"Technological";"Technological";"Transport accident";"Water";"Haiti";16;6
"12699";2009;"Technological";"Technological";"Transport accident";"Water";"Turks and Caicos Is";85;118
"12700";2009;"Technological";"Technological";"Transport accident";"Water";"United States";12;16
"12701";2009;"Technological";"Technological";"Transport accident";"Water";"Japan";28;10
"12702";2009;"Technological";"Technological";"Transport accident";"Water";"Cambodia";27;13
"12703";2009;"Technological";"Technological";"Transport accident";"Water";"Indonesia";321;279
"12704";2009;"Technological";"Technological";"Transport accident";"Water";"Myanmar";50;0
"12705";2009;"Technological";"Technological";"Transport accident";"Water";"Philippines";49;957
"12706";2009;"Technological";"Technological";"Transport accident";"Water";"Viet Nam";44;36
"12707";2009;"Technological";"Technological";"Transport accident";"Water";"Bangladesh";195;0
"12708";2009;"Technological";"Technological";"Transport accident";"Water";"India";46;25
"12709";2009;"Technological";"Technological";"Transport accident";"Water";"Nepal";22;17
"12710";2009;"Technological";"Technological";"Transport accident";"Water";"Lebanon";44;39
"12711";2009;"Technological";"Technological";"Transport accident";"Water";"Qatar";30;0
"12712";2009;"Technological";"Technological";"Transport accident";"Water";"Syrian Arab Rep";10;0
"12713";2009;"Technological";"Technological";"Transport accident";"Water";"Yemen";147;0
"12714";2009;"Technological";"Technological";"Transport accident";"Water";"Canary Is";22;6
"12715";2009;"Technological";"Technological";"Transport accident";"Water";"Greece";12;0
"12716";2009;"Technological";"Technological";"Transport accident";"Water";"Macedonia FRY";15;38
"12717";2009;"Technological";"Technological";"Transport accident";"Water";"Australia";25;15
"12718";2009;"Technological";"Technological";"Transport accident";"Water";"Tonga";75;54
"12719";2010;"Natural";"Biological";"Epidemic";"Bacterial Infectious Diseases";"Ethiopia";16;967
"12720";2010;"Natural";"Biological";"Epidemic";"Bacterial Infectious Diseases";"Kenya";46;2834
"12721";2010;"Natural";"Biological";"Epidemic";"Bacterial Infectious Diseases";"Mozambique";44;3188
"12722";2010;"Natural";"Biological";"Epidemic";"Bacterial Infectious Diseases";"Zimbabwe";3;120
"12723";2010;"Natural";"Biological";"Epidemic";"Bacterial Infectious Diseases";"Cameroon";515;7869
"12724";2010;"Natural";"Biological";"Epidemic";"Bacterial Infectious Diseases";"Chad";92;1730
"12725";2010;"Natural";"Biological";"Epidemic";"Bacterial Infectious Diseases";"Zaire/Congo Dem Rep";31;3984
"12726";2010;"Natural";"Biological";"Epidemic";"Bacterial Infectious Diseases";"Benin";9;933
"12727";2010;"Natural";"Biological";"Epidemic";"Bacterial Infectious Diseases";"Niger";16;240
"12728";2010;"Natural";"Biological";"Epidemic";"Bacterial Infectious Diseases";"Nigeria";353;7000
"12729";2010;"Natural";"Biological";"Epidemic";"Bacterial Infectious Diseases";"Dominican Rep";130;17321
"12730";2010;"Natural";"Biological";"Epidemic";"Bacterial Infectious Diseases";"Haiti";6908;513997
"12731";2010;"Natural";"Biological";"Epidemic";"Bacterial Infectious Diseases";"Nicaragua";16;395
"12732";2010;"Natural";"Biological";"Epidemic";"Bacterial Infectious Diseases";"Nepal";73;5372
"12733";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Kenya";11;1046
"12734";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Uganda";48;190
"12735";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Zimbabwe";5;138
"12736";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Chad";147;3589
"12737";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Congo";219;524
"12738";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Gabon";0;551
"12739";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Zaire/Congo Dem Rep";25;358
"12740";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Benin";16;104
"12741";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Burkina Faso";841;5960
"12742";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Ghana";27;100
"12743";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Niger";87;977
"12744";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Nigeria";156;1500
"12745";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Togo";60;236
"12746";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Guadeloupe";0;33000
"12747";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Martinique";13;29200
"12748";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Honduras";67;27000
"12749";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Bolivia";29;25236
"12750";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Ecuador";4;4000
"12751";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Peru";13;31703
"12752";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Kyrgyzstan";0;141
"12753";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Tajikistan";21;456
"12754";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Philippines";737;123939
"12755";2010;"Natural";"Biological";"Epidemic";"Viral Infectious Diseases";"Thailand";2;880
"12756";2010;"Natural";"Climatological";"Drought";"Drought";"Djibouti";0;200258
"12757";2010;"Natural";"Climatological";"Drought";"Drought";"Mozambique";0;460000
"12758";2010;"Natural";"Climatological";"Drought";"Drought";"Somalia";0;4e+06
"12759";2010;"Natural";"Climatological";"Drought";"Drought";"Zimbabwe";0;1667618
"12760";2010;"Natural";"Climatological";"Drought";"Drought";"Mali";0;6e+05
"12761";2010;"Natural";"Climatological";"Drought";"Drought";"Mauritania";0;838000
"12762";2010;"Natural";"Climatological";"Drought";"Drought";"Barbados";0;0
"12763";2010;"Natural";"Climatological";"Drought";"Drought";"Grenada";0;0
"12764";2010;"Natural";"Climatological";"Drought";"Drought";"St Lucia";0;0
"12765";2010;"Natural";"Climatological";"Drought";"Drought";"Trinidad and Tobago";0;0
"12766";2010;"Natural";"Climatological";"Drought";"Drought";"Bolivia";0;62500
"12767";2010;"Natural";"Climatological";"Drought";"Drought";"Brazil";0;62000
"12768";2010;"Natural";"Climatological";"Drought";"Drought";"Guyana";0;0
"12769";2010;"Natural";"Climatological";"Drought";"Drought";"China P Rep";0;3,5e+07
"12770";2010;"Natural";"Climatological";"Drought";"Drought";"Thailand";0;6482602
"12771";2010;"Natural";"Climatological";"Drought";"Drought";"Russia";0;0
"12772";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Argentina";42;0
"12773";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Bolivia";4;0
"12774";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Chile";0;150
"12775";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Paraguay";12;0
"12776";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Peru";409;57600
"12777";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Uruguay";4;0
"12778";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"India";100;0
"12779";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Bulgaria";3;0
"12780";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Czech Rep";12;0
"12781";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Poland";200;0
"12782";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Romania";52;0
"12783";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Russia";24;11
"12784";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Slovakia";122;0
"12785";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Lithuania";5;0
"12786";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"United Kingdom";0;0
"12787";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Bosnia-Hercegovenia";2;0
"12788";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Croatia";0;0
"12789";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Italy";0;0
"12790";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Portugal";0;0
"12791";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Serbia";5;0
"12792";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"France";3;0
"12793";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Germany";1;0
"12794";2010;"Natural";"Climatological";"Extreme temperature";"Cold wave";"Switzerland";0;0
"12795";2010;"Natural";"Climatological";"Extreme temperature";"Heat wave";"Brazil";32;0
"12796";2010;"Natural";"Climatological";"Extreme temperature";"Heat wave";"Japan";170;15000
"12797";2010;"Natural";"Climatological";"Extreme temperature";"Heat wave";"India";250;0
"12798";2010;"Natural";"Climatological";"Extreme temperature";"Heat wave";"Russia";55736;0
"12799";2010;"Natural";"Climatological";"Wildfire";"--";"Colombia";0;200
"12800";2010;"Natural";"Climatological";"Wildfire";"Bush/Brush fire";"Zaire/Congo Dem Rep";8;2770
"12801";2010;"Natural";"Climatological";"Wildfire";"Bush/Brush fire";"Russia";53;5996
"12802";2010;"Natural";"Climatological";"Wildfire";"Forest fire";"Bolivia";0;300
"12803";2010;"Natural";"Climatological";"Wildfire";"Forest fire";"Israel";44;20022
"12804";2010;"Natural";"Climatological";"Wildfire";"Forest fire";"Russia";8;1200
"12805";2010;"Natural";"Climatological";"Wildfire";"Scrub/Grassland fire";"China P Rep";22;3
"12806";2010;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Algeria";2;43
"12807";2010;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Haiti";222570;3700000
"12808";2010;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Mexico";2;25232
"12809";2010;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"United States";0;630
"12810";2010;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Chile";562;2671556
"12811";2010;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Tajikistan";0;7840
"12812";2010;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"China P Rep";2977;177549
"12813";2010;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Taiwan (China)";0;96
"12814";2010;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Indonesia";17;4600
"12815";2010;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Afghanistan";11;1070
"12816";2010;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Iran Islam Rep";11;4785
"12817";2010;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Turkey";51;3600
"12818";2010;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Serbia";2;27030
"12819";2010;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"New Zealand";0;300002
"12820";2010;"Natural";"Geophysical";"Earthquake (seismic activity)";"Earthquake (ground shaking)";"Solomon Is";0;1126
"12821";2010;"Natural";"Geophysical";"Earthquake (seismic activity)";"Tsunami";"Indonesia";530;11864
"12822";2010;"Natural";"Geophysical";"Volcano";"Volcanic eruption";"Guatemala";0;1800
"12823";2010;"Natural";"Geophysical";"Volcano";"Volcanic eruption";"Ecuador";0;2500
"12824";2010;"Natural";"Geophysical";"Volcano";"Volcanic eruption";"Indonesia";323;152200
"12825";2010;"Natural";"Geophysical";"Volcano";"Volcanic eruption";"Philippines";0;14161
"12826";2010;"Natural";"Geophysical";"Volcano";"Volcanic eruption";"Iceland";0;0
"12827";2010;"Natural";"Hydrological";"Flood";"Flash Flood";"Morocco";32;75003
"12828";2010;"Natural";"Hydrological";"Flood";"Flash Flood";"Dominican Rep";1;25700
"12829";2010;"Natural";"Hydrological";"Flood";"Flash Flood";"Haiti";4;2
"12830";2010;"Natural";"Hydrological";"Flood";"Flash Flood";"St Lucia";0;2000
"12831";2010;"Natural";"Hydrological";"Flood";"Flash Flood";"Kazakhstan";44;16200
"12832";2010;"Natural";"Hydrological";"Flood";"Flash Flood";"Indonesia";317;12983
"12833";2010;"Natural";"Hydrological";"Flood";"Flash Flood";"Philippines";118;2059862
"12834";2010;"Natural";"Hydrological";"Flood";"Flash Flood";"Viet Nam";84;679825
"12835";2010;"Natural";"Hydrological";"Flood";"Flash Flood";"Bangladesh";0;75000
